,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
297,RT @realTuckFrumper: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/emvE…,(((Carol))),54256,6563,"Florida, USA",False,0,213,2020-01-23 00:02:42
298,RT @DeeTwoCents: Just a thought that the billionaires in the race could be spending their money on important things like this rather than a…,Sandra Karim,9473,225,United States,False,0,7,2020-01-23 00:02:42
299,"RT @LifeNewsHQ: BREAKING NEWS: 

President Donald Trump Declares January 22nd “National Sanctity of Human Life Day” 

""Every person — the b…",Proud American/Irish Patriot ☘️☘️🇺🇸🇺🇸,7738,996,,False,0,1267,2020-01-23 00:02:42
300,"RT @FredTJoseph: “Joe Biden has won the Democrat nomination”

*a few months later*

“Donald Trump has been re-elected”

Democrats:",Tone Rodriguez,29760,381,NYC,False,0,596,2020-01-23 00:02:42
301,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,August Mac,242976,2886,,False,0,2654,2020-01-23 00:02:42
302,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",Karen Ann Ormes,13427,172,"Chesapeake, VA",False,0,41,2020-01-23 00:02:42
303,RT @PhilipWegmann: Just Now: Donald Trump to become first president to speak live and in person at March for Life this Friday.,EJ,50975,620,,False,0,233,2020-01-23 00:02:41
304,RT @PhilipWegmann: Just Now: Donald Trump to become first president to speak live and in person at March for Life this Friday.,King of Hearts,6931,434,,False,0,233,2020-01-23 00:02:41
305,"@MarshaBlackburn Hop in your time machine, and go impeach Obama, then. Until then, this is about DONALD JOHN TRUMP.",Dan Fronckowiak,37214,1023,"Buffalo, NY",False,0,0,2020-01-23 00:02:41
306,"RT @nytopinion: In 1973, the government used the Fair Housing Act to charge Donald Trump's family with housing discrimination. Now the Trum…",Jhiya,10403,29,,False,0,3,2020-01-23 00:02:40
307,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",troy lee lime,5719,249,"Texas, USA",False,0,51,2020-01-23 00:02:40
308,Democrats continue to lie about what Donald Trump did there is no accusation of any crime but they continue to try… https://t.co/hmIQDYtgTB,we the people,4432,2933,"Camarillo, CA",False,0,0,2020-01-23 00:02:40
309,RT @BrexitHome: Bitter EU delivers horror threat to punish UK with 'worst trade deal' ever post-Brexit https://t.co/SV3VXlWiG6,Popcorn's Ghost,10214,642,,False,0,102,2020-01-23 00:02:40
310,"RT @CraigRozniecki: Dems: ""We're impeaching Donald J. Trump for obstructing Congress.""

Reps: ""He didn't obstruct Congress. Prove that he o…",Emily McL,2607,199,Canada,False,0,842,2020-01-23 00:02:40
311,RT @heretosaveday07: House impeachment managers complained about the procedures by the Senate Republican majority for the trial of Presiden…,John🖤⭐️⭐️⭐️,79964,27366,"New Jersey, USA",False,0,63,2020-01-23 00:02:39
312,"Donald Trump, 1998 - BBC HARDtalk https://t.co/QRK4sH26gR via @YouTube",NEW WORLD SON !!!!!!!!!!!!!,24977,1821,LIVE IN AMERICA AND PROUD .,False,0,0,2020-01-23 00:02:39
313,"RT @jaketapper: 2/ Here's an interesting story about Martha Mitchell and the current US Ambassador to the Czech Republic, btw

https://t.co…",Ex-GOP Hilary,165736,3323,People's Republic of New York,False,0,587,2020-01-23 00:02:39
314,"RT @charliekirk11: Imagine the media outrage if Donald Trump did something like this

🤔

 https://t.co/K2H2y3m73L",Annie light,66233,179,,False,0,921,2020-01-23 00:02:37
315,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",Janet A TRUMPSTER,409339,13563,United States,False,0,51,2020-01-23 00:02:37
316,"RT @gholland04: @realDonaldTrump 53.

Now, Let’s look at this in a Slightly Different Way ...

What-if during the Presidential Campaign and…",Joleen,4125,15,,False,0,4,2020-01-23 00:02:37
317,"RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.

LIBS: https:…",❌ Deplorable Claudia 🇺🇸 ❌,148456,55950,"Pennsylvania, USA",False,0,406,2020-01-23 00:02:36
318,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",Diane E. Lantz,8916,67,Whidbey Island,False,0,176,2020-01-23 00:02:36
319,@WhiteHouse Bullshit Donald Trump Propaganda!!,Toni Wells,7836,52,,False,0,0,2020-01-23 00:02:36
320,RT @politicususa: Here is Donald Trump in Switzerland bragging about hiding the evidence of his crimes. #GOPCoverup #ImpeachmentTrial #Sena…,Ben DeShon,85040,493,"Cutesville, USA",False,0,355,2020-01-23 00:02:35
321,RT @ABC: Rep. Adam Schiff quotes from Alexander Hamilton at the start of House impeachment managers' opening arguments in the trial of Pres…,Mama F.I.N.E,221255,6891,Planet Earth,False,0,907,2020-01-23 00:02:35
322,Attorneys for Donald Trump present their case before the U.S. Senate #ImpeachmentTrial https://t.co/Ar2qmvCqZE,David Kearns,17999,1068,"County Brevard, Florida",False,0,0,2020-01-23 00:02:35
323,"RT @FreedomHKG: Today at the 50th World Economic Forum, U.S president Donald Trump said that “we would like to see if we can do sth” about…",Hankkk 😷😷😷,6082,283,,False,0,16,2020-01-23 00:02:35
324,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",da1davyd,49276,819,Virginia,False,0,1589,2020-01-23 00:02:35
325,RT @Thomas1774Paine: ‘Donald Trump’s Worst Nightmare’ Imprisoned in El Chapo’s Former Cell in Manhattan https://t.co/UKF3HrgECy,yes2Trump ⭐️⭐️⭐️,266456,12206,,False,0,10,2020-01-23 00:02:35
326,RT @MarkieJP: WE need to know the names of the 12 cowardly Senators who broke the rules AGAIN abandoning their seats during Adam Schiff's i…,Deb Grojean,11800,1491,"Boulder, CO",False,0,32,2020-01-23 00:02:35
327,President Donald Trump said he’s considering making changes to social safety net programs like Social Security and… https://t.co/dZyPDKzNRr,1630 KCJJ,74905,2842,"Iowa City, IA",False,0,0,2020-01-23 00:02:34
328,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Fan of Nosey Reporters,22606,2836,United States,False,0,984,2020-01-23 00:02:34
329,"RT @kristenluvslife: Gerald Nadler, I’ve known him a long time. He’s a sleeve bag!                           -Donald Trump 🤣🤣",thomascarapezza,16846,8455,"Connecticut, USA",False,0,1,2020-01-23 00:02:34
330,"RT @cnni: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats a…",Phil Gabe,344921,1631,"Weymouth, England",False,0,16,2020-01-23 00:02:33
331,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Billy Abshier,9453,149,"Providence Village, TX",False,0,2654,2020-01-23 00:02:33
332,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",WeAreAlreadyGreat   🌊🌊🌊🌊🌊🌊,64054,1085,,False,0,984,2020-01-23 00:02:33
333,RT @Will_Bunch: 5 ...Nader tells the son of the future POTUS that Saudi Arabia and its ally the United Arab Emirates are willing to spend b…,cha🆘,14662,676,,False,0,269,2020-01-23 00:02:33
334,RT @PalmerReport: Donald Trump is losing his impeachment trial in the only way that matters https://t.co/ZhcIodA1Ku,Alice Herrig,140741,370,"Jackson, MN",False,0,7,2020-01-23 00:02:32
335,"RT @1Romans58: More #Fakenews debunked.

Trump isn’t cutting social security and NEVER said he was. The media continues to lie everyday.…",Donald Hump,45650,621,,False,0,10,2020-01-23 00:02:32
336,RT @PalmerReport: Donald Trump is losing his impeachment trial in the only way that matters https://t.co/ZhcIodA1Ku,Magapanthus,312508,1871,United Kingdom,False,0,7,2020-01-23 00:02:31
337,RT @heretosaveday07: Representative John Ratcliffe (R-TX) on Monday tweeted that the impeachment case against President Donald Trump is “an…,🌺🌹🇺🇸💉DyanP🇺🇸🌺🌹,192528,53379,New York,False,0,95,2020-01-23 00:02:31
338,"@WalshFreedom Donald Trump: ""Ted, your wife is an ugly dog.""

Ted Cruz: ""Thank you sir, may I have another?""

Donal… https://t.co/QLegecOltW",Joe Mama Besser,10178,27,Earth,False,0,0,2020-01-23 00:02:31
339,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Holly Lee,81079,3521,"Minnesota, USA",False,0,2654,2020-01-23 00:02:31
340,RT @AMErikaNGIRLLL: @HillaryClinton The only Russian interference was created by yourself and Podesta “ for the purposes of framing Donald…,Nationalist Deb🌟🌟🌟,775406,30645,,False,0,593,2020-01-23 00:02:31
341,"RT @charliekirk11: Imagine the media outrage if Donald Trump did something like this

🤔

 https://t.co/K2H2y3m73L",Alicia L,13998,105,,False,0,921,2020-01-23 00:02:31
342,RT @PreetBharara: Nobody wants to hear from Donald Trump today,North_Of_Boston,107965,2552,North of Boston,False,0,29353,2020-01-23 00:02:30
343,"RT @daviddoel: He's going nuts. If Joe Biden can't handle basic questions from the media, how the hell is he going to handle Donald Trump.","🇵🇷Puerto Rican vs. #RacistBiden, Al D Chuk⏳🧕🏾",49254,2047,"Colton, CA",False,0,351,2020-01-23 00:02:30
344,"RT @Charles_HRH: Lovely meeting with Greta Thunberg today in Davos.⁣ We both agreed that climate change, global warming and Donald Trump ar…",Heine Strømdahl,16155,100,,False,0,320,2020-01-23 00:02:29
345,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Suzy 🔥 Matchstix,4216,199,Devil's Tramping Ground,False,0,2654,2020-01-23 00:02:29
346,RT @ABC: Rep. Adam Schiff quotes from Alexander Hamilton at the start of House impeachment managers' opening arguments in the trial of Pres…,Michael Mikulin,284064,4074,"Katy,Texas,USA",False,0,907,2020-01-23 00:02:28
347,"RT @firstdogonmoon: DONALD TRUMP’S TEN THOUSAND LIES! We meet Donald’s 10,000th lie and ask why it should be given a book deal and get to m…",EllyseAdele Vitiello,182701,5171,Los Angeles,False,0,65,2020-01-23 00:02:28
348,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Nope LoCk them All Up,74722,447,,False,0,2654,2020-01-23 00:02:28
349,"RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.

LIBS: https:…",Donald Ridenour 🇺🇸,68777,2499,"Ohio, USA",False,0,406,2020-01-23 00:02:27
350,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",Alice Herrig,140741,370,"Jackson, MN",False,0,1581,2020-01-23 00:02:27
351,RT @AuthorKimberley: Mitch McConnell wants you to give up hope. Donald John Trump wants you to throw your hands in the air and say he alrea…,Kathy,10646,2009,"West Bloomfield Township, MI",False,0,102,2020-01-23 00:02:27
352,@realDonaldTrump A total waste of a human being. Donald j Trump #3,ChristopherRobbin,4729,3,,False,0,0,2020-01-23 00:02:27
353,"RT @ZachandMattShow: NEWS: @surveyusa national poll of 4,069 registered voters shows that Andrew Yang would beat Donald Trump in a head to…",Richard Yamamoto,11869,95,United States,False,0,264,2020-01-23 00:02:27
354,"RT @ReflectingMan: Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Family Business, New Suit Says — ProPublica…",William Watkins,21928,554,"Texas, USA",False,0,2,2020-01-23 00:02:27
355,RT @elizlipp: How did a do nothing Senator from Vermont get you all to believe he’s our only hope in beating Donald Trump?,kat,148398,1002,"Fort Lauderdale, Florida/USA",False,0,419,2020-01-23 00:02:26
356,"RT @goy_atta: Rick Wiles, a senior pastor of the Flowing Streams Church in Vero Beach, Florida says the Jewish people in America are plotti…",Read Kraus,33489,277,United States,False,0,78,2020-01-23 00:02:26
357,A reminder that Donald Trump was absolutely eviscerated by the GOP in the 2016 primary. People who now lick his boo… https://t.co/xWfZXGgL4S,🧐,5947,4549,,False,0,0,2020-01-23 00:02:26
358,"RT @HouseIntel: Where were you on July 25, 2019?

On July 25, 2019:

— Ukrainian soldiers were manning the front lines against Russian-back…",#BlueNoMatterWho,85829,5660,"Byron, Wyoming",False,0,603,2020-01-23 00:02:26
359,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,UniteBlue,146780,977,United States,False,0,2654,2020-01-23 00:02:26
360,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",Magapanthus,312508,1871,United Kingdom,False,0,1581,2020-01-23 00:02:25
361,@TrumpWarRoom @realDonaldTrump No Donald Trump is trying to deflect once again,sheila bonelli,695,5,,False,0,0,2020-01-23 00:02:25
362,"RT @kylegriffin1: Mother Jones reports that Robert Hyde, the new player in the Trump-Ukraine scandal, has been a consultant for a mysteriou…",sasha,65478,537,usa ,False,0,1501,2020-01-23 00:02:25
363,"RT @SurfsUpBodhi: In cased you can't be bothered to watch the hearings, every single republican Senator is a willing participant in the cov…",LondonBornAndBred,10400,2325,,False,0,24,2020-01-23 00:02:24
364,"RT @1Romans58: More #Fakenews debunked.

Trump isn’t cutting social security and NEVER said he was. The media continues to lie everyday.…",Slayer3 🇺🇸❌,41397,671,USA,False,0,10,2020-01-23 00:02:24
365,"RT @MarkSimoneNY: How could Donald Trump say this is a ""fake""impeachment. They had silver trays and special gift pens! https://t.co/wXYaUwv…",Karen Kay,42464,80,,False,0,46,2020-01-23 00:02:24
366,"RT @KWCH12: 💍HAPPY ANNIVERSARY💍 to President Donald Trump and First Lady Melania Trump. Today, the couple celebrates 15 years of marriage!…",Joe McGregor,7407,111,"Kustom City, Kansas ",False,0,3,2020-01-23 00:02:24
367,RT @Holly_WV: 💞I freaking love our President💞 “Nothing worth doing ever came easy. Treat the word impossible as nothing more than motivatio…,LachoB,20845,6396,USA-Follow4follow-ENGLISH ONLY,False,0,13,2020-01-23 00:02:23
368,RT @heretosaveday07: House impeachment managers complained about the procedures by the Senate Republican majority for the trial of Presiden…,🌺🌹🇺🇸💉DyanP🇺🇸🌺🌹,192528,53379,New York,False,0,63,2020-01-23 00:02:23
369,"RT @GerryConnolly: Schiff has delivered a compelling, convincing, powerful case against a corrupt Donald Trump. He makes me proud to be his…",@BroncosJhawks,63645,405,,False,0,32,2020-01-23 00:02:23
370,"RT @RDangler: Remember Trump voters, Donald Trump wants to cut your social security, Medicare and Medicaid. His cronies want to privatize i…",NeNe Judy2,3122,3188,PNW,False,0,123,2020-01-23 00:02:23
371,"RT @sam_vinograd: A crowd size that Trump does not need to lie about:

""About 11 million TV viewers watched the start of the U.S. Senate im…",Ruth Ann,76743,1333,Chicagoland,False,0,192,2020-01-23 00:02:22
372,"RT @cjtruth: GREAT NEWS: Donald Trump will become first president to speak live and in person at March for Life this Friday.

The other sid…",Badbobby4,83851,1741,,False,0,235,2020-01-23 00:02:22
373,@RepJasonCrow @HouseIntel The only thing Donald Trump cares about is making money and staying elected.,BAB,18455,70,"Carlsbad, CA",False,0,0,2020-01-23 00:02:22
374,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Brooksie,9896,66,,False,0,2654,2020-01-23 00:02:21
375,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",⭐️⭐️Rooster⭐️⭐️,87654,74022,,False,0,51,2020-01-23 00:02:21
376,"Once in a blue moon the world gets a Adolf Hitler, a Saddam Hussein, a Kim Jong-il, a Kim Jong-un, a Vladimir Putin… https://t.co/pNOAvxxIii",CoolC,12240,1979,,False,0,0,2020-01-23 00:02:21
377,"@EliseStefanik Why are you watching since it's riddled with  characterizations, falsehoods, &amp; political desperation… https://t.co/NKzk2mzpT6",Linda,769,2,,False,0,0,2020-01-23 00:02:21
378,RT @Will_Bunch: 29. ...the U.S. government under Donald Trump has done absolutely NOTHING to investigate the truth on arguably the most sig…,🦇 𝖂𝖆𝖍𝖗𝖍𝖆𝖋𝖙𝖎𝖌 🦇,97904,9582,earth,False,0,202,2020-01-23 00:02:20
379,RT @brb_covfefe: Trump Fights Back On Obama-Era Rules – Donald Reaffirms Students’ Constitutional Right To Pray In Schools https://t.co/NYs…,John🖤⭐️⭐️⭐️,79964,27366,"New Jersey, USA",False,0,166,2020-01-23 00:02:20
380,"RT @bricey16: If this was the dynamic, we would presume that the numerous Republicans in the Senate who will be up for re-election in 2024…",Donald Hump,45650,621,,False,0,1,2020-01-23 00:02:20
